Epoch: 5, test/loss: 2.731, test/accu: 0.275
Epoch: 10, test/loss: 2.784, test/accu: 0.265
Epoch: 15, test/loss: 2.717, test/accu: 0.270
Epoch: 20, test/loss: 2.818, test/accu: 0.237
Epoch: 25, test/loss: 2.867, test/accu: 0.231
Epoch: 30, test/loss: 2.950, test/accu: 0.239
Epoch: 35, test/loss: 2.800, test/accu: 0.254
Epoch: 40, test/loss: 2.898, test/accu: 0.240
Epoch: 45, test/loss: 2.854, test/accu: 0.248
Epoch: 50, test/loss: 2.853, test/accu: 0.255
Epoch: 55, test/loss: 2.853, test/accu: 0.254
Epoch: 60, test/loss: 2.838, test/accu: 0.250
Epoch: 65, test/loss: 2.846, test/accu: 0.253
Epoch: 70, test/loss: 3.005, test/accu: 0.230
Epoch: 75, test/loss: 2.887, test/accu: 0.232
Epoch: 80, test/loss: 2.890, test/accu: 0.251
Epoch: 85, test/loss: 2.942, test/accu: 0.219
Epoch: 90, test/loss: 2.905, test/accu: 0.244
Epoch: 95, test/loss: 2.820, test/accu: 0.262
Epoch: 100, test/loss: 2.887, test/accu: 0.240
Epoch: 105, test/loss: 2.815, test/accu: 0.259
Epoch: 110, test/loss: 2.837, test/accu: 0.254
Epoch: 115, test/loss: 2.832, test/accu: 0.249
Epoch: 120, test/loss: 2.826, test/accu: 0.256
Epoch: 125, test/loss: 2.776, test/accu: 0.269
Epoch: 130, test/loss: 2.838, test/accu: 0.255
Epoch: 135, test/loss: 2.755, test/accu: 0.270
Epoch: 140, test/loss: 2.767, test/accu: 0.274
Epoch: 145, test/loss: 2.796, test/accu: 0.265
Epoch: 150, test/loss: 2.772, test/accu: 0.267
Epoch: 155, test/loss: 2.774, test/accu: 0.272
Epoch: 160, test/loss: 2.757, test/accu: 0.273
Epoch: 165, test/loss: 2.748, test/accu: 0.273
Epoch: 170, test/loss: 2.775, test/accu: 0.271
Epoch: 175, test/loss: 2.759, test/accu: 0.275
Epoch: 180, test/loss: 2.779, test/accu: 0.268
Epoch: 185, test/loss: 2.716, test/accu: 0.279
Epoch: 190, test/loss: 2.719, test/accu: 0.280
Epoch: 195, test/loss: 2.751, test/accu: 0.274
Epoch: 200, test/loss: 2.720, test/accu: 0.280
Epoch: 205, test/loss: 2.711, test/accu: 0.281
Epoch: 210, test/loss: 2.704, test/accu: 0.282
Epoch: 215, test/loss: 2.719, test/accu: 0.280
Epoch: 220, test/loss: 2.719, test/accu: 0.280
Epoch: 225, test/loss: 2.736, test/accu: 0.277
Epoch: 230, test/loss: 2.719, test/accu: 0.281
Epoch: 235, test/loss: 2.714, test/accu: 0.280
Epoch: 240, test/loss: 2.732, test/accu: 0.278
Epoch: 245, test/loss: 2.713, test/accu: 0.282
Epoch: 250, test/loss: 2.711, test/accu: 0.282
Epoch: 255, test/loss: 2.712, test/accu: 0.281
Epoch: 260, test/loss: 2.718, test/accu: 0.280
Epoch: 265, test/loss: 2.710, test/accu: 0.282
Epoch: 270, test/loss: 2.703, test/accu: 0.283
Epoch: 275, test/loss: 2.714, test/accu: 0.281
Epoch: 280, test/loss: 2.711, test/accu: 0.281
Epoch: 285, test/loss: 2.709, test/accu: 0.282
Epoch: 290, test/loss: 2.709, test/accu: 0.281
Epoch: 295, test/loss: 2.709, test/accu: 0.282
Epoch: 300, test/loss: 2.704, test/accu: 0.283
