Epoch: 0, test/loss: 3.489, test/accu: 0.109
Epoch: 1, train/loss: 3.070, train/accu: 0.164
Epoch: 1, test/loss: 3.324, test/accu: 0.106
Epoch: 2, train/loss: 2.865, train/accu: 0.211
Epoch: 2, test/loss: 3.211, test/accu: 0.128
Epoch: 3, train/loss: 2.791, train/accu: 0.231
Epoch: 3, test/loss: 3.826, test/accu: 0.093
Epoch: 4, train/loss: 2.744, train/accu: 0.243
Epoch: 4, test/loss: 3.312, test/accu: 0.153
Epoch: 5, train/loss: 2.717, train/accu: 0.250
Epoch: 5, test/loss: 3.389, test/accu: 0.141
Epoch: 6, train/loss: 2.692, train/accu: 0.259
Epoch: 6, test/loss: 3.292, test/accu: 0.143
Epoch: 7, train/loss: 2.677, train/accu: 0.264
Epoch: 7, test/loss: 4.091, test/accu: 0.090
Epoch: 8, train/loss: 2.665, train/accu: 0.267
Epoch: 8, test/loss: 3.413, test/accu: 0.079
Epoch: 9, train/loss: 2.649, train/accu: 0.271
Epoch: 9, test/loss: 3.374, test/accu: 0.145
Epoch: 10, train/loss: 2.637, train/accu: 0.277
Epoch: 10, test/loss: 3.764, test/accu: 0.112
Epoch: 11, train/loss: 2.628, train/accu: 0.280
Epoch: 11, test/loss: 3.352, test/accu: 0.120
Epoch: 12, train/loss: 2.618, train/accu: 0.284
Epoch: 12, test/loss: 4.490, test/accu: 0.140
Epoch: 13, train/loss: 2.618, train/accu: 0.283
Epoch: 13, test/loss: 3.313, test/accu: 0.127
Epoch: 14, train/loss: 2.608, train/accu: 0.288
Epoch: 14, test/loss: 3.227, test/accu: 0.129
Epoch: 15, train/loss: 2.602, train/accu: 0.288
Epoch: 15, test/loss: 3.381, test/accu: 0.125
Epoch: 16, train/loss: 2.601, train/accu: 0.289
Epoch: 16, test/loss: 4.048, test/accu: 0.089
Epoch: 17, train/loss: 2.595, train/accu: 0.292
Epoch: 17, test/loss: 3.377, test/accu: 0.109
Epoch: 18, train/loss: 2.593, train/accu: 0.292
Epoch: 18, test/loss: 3.136, test/accu: 0.187
Epoch: 19, train/loss: 2.589, train/accu: 0.292
Epoch: 19, test/loss: 3.281, test/accu: 0.116
Epoch: 20, train/loss: 2.587, train/accu: 0.294
Epoch: 20, test/loss: 3.591, test/accu: 0.143
Epoch: 21, train/loss: 2.586, train/accu: 0.295
Epoch: 21, test/loss: 3.524, test/accu: 0.155
Epoch: 22, train/loss: 2.584, train/accu: 0.293
Epoch: 22, test/loss: 3.350, test/accu: 0.123
Epoch: 23, train/loss: 2.576, train/accu: 0.297
Epoch: 23, test/loss: 3.463, test/accu: 0.117
Epoch: 24, train/loss: 2.578, train/accu: 0.296
Epoch: 24, test/loss: 3.932, test/accu: 0.090
Epoch: 25, train/loss: 2.582, train/accu: 0.296
Epoch: 25, test/loss: 3.396, test/accu: 0.149
Epoch: 26, train/loss: 2.579, train/accu: 0.298
Epoch: 26, test/loss: 3.633, test/accu: 0.106
Epoch: 27, train/loss: 2.573, train/accu: 0.299
Epoch: 27, test/loss: 3.452, test/accu: 0.134
Epoch: 28, train/loss: 2.575, train/accu: 0.298
Epoch: 28, test/loss: 3.108, test/accu: 0.179
Epoch: 29, train/loss: 2.579, train/accu: 0.297
Epoch: 29, test/loss: 3.200, test/accu: 0.152
Epoch: 30, train/loss: 2.578, train/accu: 0.297
Epoch: 30, test/loss: 3.322, test/accu: 0.162
Epoch: 31, train/loss: 2.573, train/accu: 0.297
Epoch: 31, test/loss: 3.305, test/accu: 0.129
Epoch: 32, train/loss: 2.577, train/accu: 0.297
Epoch: 32, test/loss: 3.282, test/accu: 0.175
Epoch: 33, train/loss: 2.571, train/accu: 0.296
Epoch: 33, test/loss: 3.370, test/accu: 0.149
Epoch: 34, train/loss: 2.571, train/accu: 0.301
Epoch: 34, test/loss: 3.782, test/accu: 0.142
Epoch: 35, train/loss: 2.571, train/accu: 0.299
Epoch: 35, test/loss: 3.533, test/accu: 0.138
Epoch: 36, train/loss: 2.571, train/accu: 0.300
Epoch: 36, test/loss: 3.119, test/accu: 0.169
Epoch: 37, train/loss: 2.565, train/accu: 0.299
Epoch: 37, test/loss: 3.509, test/accu: 0.113
Epoch: 38, train/loss: 2.570, train/accu: 0.300
Epoch: 38, test/loss: 3.222, test/accu: 0.154
Epoch: 39, train/loss: 2.569, train/accu: 0.300
Epoch: 39, test/loss: 4.777, test/accu: 0.080
Epoch: 40, train/loss: 2.570, train/accu: 0.299
Epoch: 40, test/loss: 3.316, test/accu: 0.128
Epoch: 41, train/loss: 2.573, train/accu: 0.298
Epoch: 41, test/loss: 3.734, test/accu: 0.107
Epoch: 42, train/loss: 2.574, train/accu: 0.297
Epoch: 42, test/loss: 3.462, test/accu: 0.124
Epoch: 43, train/loss: 2.570, train/accu: 0.298
Epoch: 43, test/loss: 3.440, test/accu: 0.154
Epoch: 44, train/loss: 2.575, train/accu: 0.299
Epoch: 44, test/loss: 3.243, test/accu: 0.152
Epoch: 45, train/loss: 2.572, train/accu: 0.295
Epoch: 45, test/loss: 3.254, test/accu: 0.117
Epoch: 46, train/loss: 2.574, train/accu: 0.299
Epoch: 46, test/loss: 3.325, test/accu: 0.185
Epoch: 47, train/loss: 2.578, train/accu: 0.299
Epoch: 47, test/loss: 3.385, test/accu: 0.160
Epoch: 48, train/loss: 2.573, train/accu: 0.297
Epoch: 48, test/loss: 3.115, test/accu: 0.183
Epoch: 49, train/loss: 2.576, train/accu: 0.299
Epoch: 49, test/loss: 3.259, test/accu: 0.118
Epoch: 50, train/loss: 2.577, train/accu: 0.296
Epoch: 50, test/loss: 4.171, test/accu: 0.084
Epoch: 51, train/loss: 2.573, train/accu: 0.296
Epoch: 51, test/loss: 3.298, test/accu: 0.151
Epoch: 52, train/loss: 2.576, train/accu: 0.297
Epoch: 52, test/loss: 3.483, test/accu: 0.100
Epoch: 53, train/loss: 2.580, train/accu: 0.295
Epoch: 53, test/loss: 3.465, test/accu: 0.132
Epoch: 54, train/loss: 2.581, train/accu: 0.294
Epoch: 54, test/loss: 3.245, test/accu: 0.154
Epoch: 55, train/loss: 2.583, train/accu: 0.296
Epoch: 55, test/loss: 3.230, test/accu: 0.106
Epoch: 56, train/loss: 2.579, train/accu: 0.294
Epoch: 56, test/loss: 3.309, test/accu: 0.138
Epoch: 57, train/loss: 2.578, train/accu: 0.297
Epoch: 57, test/loss: 3.454, test/accu: 0.135
Epoch: 58, train/loss: 2.583, train/accu: 0.295
Epoch: 58, test/loss: 3.272, test/accu: 0.134
Epoch: 59, train/loss: 2.579, train/accu: 0.295
Epoch: 59, test/loss: 3.397, test/accu: 0.138
Epoch: 60, train/loss: 2.585, train/accu: 0.295
Epoch: 60, test/loss: 3.393, test/accu: 0.125
Epoch: 61, train/loss: 2.578, train/accu: 0.296
Epoch: 61, test/loss: 4.822, test/accu: 0.130
Epoch: 62, train/loss: 2.582, train/accu: 0.294
Epoch: 62, test/loss: 3.499, test/accu: 0.122
Epoch: 63, train/loss: 2.580, train/accu: 0.295
Epoch: 63, test/loss: 3.734, test/accu: 0.128
Epoch: 64, train/loss: 2.581, train/accu: 0.296
Epoch: 64, test/loss: 3.933, test/accu: 0.091
Epoch: 65, train/loss: 2.585, train/accu: 0.294
Epoch: 65, test/loss: 3.619, test/accu: 0.082
Epoch: 66, train/loss: 2.585, train/accu: 0.294
Epoch: 66, test/loss: 3.555, test/accu: 0.132
Epoch: 67, train/loss: 2.587, train/accu: 0.296
Epoch: 67, test/loss: 3.626, test/accu: 0.115
Epoch: 68, train/loss: 2.595, train/accu: 0.292
Epoch: 68, test/loss: 3.464, test/accu: 0.135
Epoch: 69, train/loss: 2.590, train/accu: 0.293
Epoch: 69, test/loss: 3.290, test/accu: 0.154
Epoch: 70, train/loss: 2.592, train/accu: 0.293
Epoch: 70, test/loss: 3.587, test/accu: 0.139
Epoch: 71, train/loss: 2.591, train/accu: 0.295
Epoch: 71, test/loss: 3.766, test/accu: 0.089
Epoch: 72, train/loss: 2.591, train/accu: 0.292
Epoch: 72, test/loss: 3.093, test/accu: 0.207
Epoch: 73, train/loss: 2.594, train/accu: 0.294
Epoch: 73, test/loss: 3.667, test/accu: 0.135
Epoch: 74, train/loss: 2.596, train/accu: 0.291
Epoch: 74, test/loss: 3.485, test/accu: 0.147
Epoch: 75, train/loss: 2.594, train/accu: 0.294
Epoch: 75, test/loss: 3.272, test/accu: 0.162
Epoch: 76, train/loss: 2.589, train/accu: 0.295
Epoch: 76, test/loss: 3.513, test/accu: 0.148
Epoch: 77, train/loss: 2.591, train/accu: 0.292
Epoch: 77, test/loss: 3.422, test/accu: 0.142
Epoch: 78, train/loss: 2.592, train/accu: 0.292
Epoch: 78, test/loss: 3.294, test/accu: 0.153
Epoch: 79, train/loss: 2.592, train/accu: 0.290
Epoch: 79, test/loss: 3.313, test/accu: 0.161
Epoch: 80, train/loss: 2.595, train/accu: 0.292
Epoch: 80, test/loss: 3.509, test/accu: 0.146
Epoch: 81, train/loss: 2.597, train/accu: 0.292
Epoch: 81, test/loss: 3.375, test/accu: 0.150
Epoch: 82, train/loss: 2.592, train/accu: 0.294
Epoch: 82, test/loss: 3.373, test/accu: 0.138
Epoch: 83, train/loss: 2.589, train/accu: 0.294
Epoch: 83, test/loss: 3.274, test/accu: 0.156
Epoch: 84, train/loss: 2.597, train/accu: 0.292
Epoch: 84, test/loss: 3.364, test/accu: 0.196
Epoch: 85, train/loss: 2.594, train/accu: 0.293
Epoch: 85, test/loss: 3.220, test/accu: 0.145
Epoch: 86, train/loss: 2.596, train/accu: 0.295
Epoch: 86, test/loss: 3.391, test/accu: 0.106
Epoch: 87, train/loss: 2.595, train/accu: 0.294
Epoch: 87, test/loss: 3.190, test/accu: 0.173
Epoch: 88, train/loss: 2.606, train/accu: 0.289
Epoch: 88, test/loss: 3.637, test/accu: 0.111
Epoch: 89, train/loss: 2.597, train/accu: 0.293
Epoch: 89, test/loss: 3.754, test/accu: 0.121
Epoch: 90, train/loss: 2.599, train/accu: 0.289
Epoch: 90, test/loss: 3.777, test/accu: 0.072
Epoch: 91, train/loss: 2.595, train/accu: 0.293
Epoch: 91, test/loss: 3.690, test/accu: 0.118
Epoch: 92, train/loss: 2.601, train/accu: 0.292
Epoch: 92, test/loss: 3.182, test/accu: 0.133
Epoch: 93, train/loss: 2.597, train/accu: 0.293
Epoch: 93, test/loss: 3.457, test/accu: 0.111
Epoch: 94, train/loss: 2.596, train/accu: 0.291
Epoch: 94, test/loss: 3.468, test/accu: 0.162
Epoch: 95, train/loss: 2.606, train/accu: 0.288
Epoch: 95, test/loss: 3.288, test/accu: 0.143
Epoch: 96, train/loss: 2.605, train/accu: 0.289
Epoch: 96, test/loss: 3.732, test/accu: 0.138
Epoch: 97, train/loss: 2.601, train/accu: 0.289
Epoch: 97, test/loss: 3.679, test/accu: 0.137
Epoch: 98, train/loss: 2.605, train/accu: 0.289
Epoch: 98, test/loss: 3.258, test/accu: 0.150
Epoch: 99, train/loss: 2.609, train/accu: 0.287
Epoch: 99, test/loss: 3.257, test/accu: 0.160
Epoch: 100, train/loss: 2.609, train/accu: 0.286
Epoch: 100, test/loss: 3.344, test/accu: 0.137
Epoch: 101, train/loss: 2.615, train/accu: 0.286
Epoch: 101, test/loss: 3.700, test/accu: 0.092
Epoch: 102, train/loss: 2.609, train/accu: 0.288
Epoch: 102, test/loss: 3.417, test/accu: 0.117
Epoch: 103, train/loss: 2.609, train/accu: 0.290
Epoch: 103, test/loss: 4.328, test/accu: 0.123
Epoch: 104, train/loss: 2.613, train/accu: 0.288
Epoch: 104, test/loss: 3.724, test/accu: 0.120
Epoch: 105, train/loss: 2.612, train/accu: 0.285
Epoch: 105, test/loss: 4.021, test/accu: 0.117
Epoch: 106, train/loss: 2.616, train/accu: 0.286
Epoch: 106, test/loss: 3.336, test/accu: 0.121
Epoch: 107, train/loss: 2.610, train/accu: 0.286
Epoch: 107, test/loss: 3.829, test/accu: 0.130
Epoch: 108, train/loss: 2.611, train/accu: 0.287
Epoch: 108, test/loss: 3.277, test/accu: 0.138
Epoch: 109, train/loss: 2.608, train/accu: 0.289
Epoch: 109, test/loss: 3.285, test/accu: 0.131
Epoch: 110, train/loss: 2.616, train/accu: 0.286
Epoch: 110, test/loss: 3.519, test/accu: 0.117
